,Country Name,Dietary Sodium,Added sugars,Dietary fiber,Dietary cholesterol,Plant omega-3 fat,Seafood omega-3 fat,Total omega-6 fat,Monounsaturated fatty acids,Saturated fat,Total protein,Total carbohydrates,Value
122,Georgia,2758.88677118214,9.41082480525246,19.8122158059454,185.853118202739,656.839138774343,392.200484300056,2.53081443690619,17.4171399230084,9.106180435382893,102.311470899319,48.891014943601,19.2
123,Georgia,2470.54891845131,8.58644029187226,19.8876273998657,174.27105291226,571.150532747827,343.393529825663,2.55006110073129,16.5512258412392,9.482017372231628,95.524451690663,54.5487429383489,23.8
124,Ghana,2423.42199509407,7.05334354123233,26.9295697133885,95.7053417345303,420.630989556621,161.017368624515,2.61091677247574,8.2757407131274,7.15927433424531,66.1379555027031,67.2959267031925,4.5
125,Ghana,2457.18834520386,7.98305572807161,27.8035865519706,85.9510465135927,450.762074844283,152.176648976847,2.62508865970687,7.47356889962636,7.11634345980797,64.8962339459644,70.5929361326834,16.6
126,Guinea,1764.90559216442,0.338081082098833,19.853073681592,165.173339320286,642.459133354789,67.3593918484396,2.57063759235235,12.1142041783144,9.212476763607167,52.6152236543214,61.3030210003308,3.7
127,Guinea,1685.94489942305,0.38500165411005,20.5687061618575,160.273441122938,668.433813976385,63.9583901527068,2.58505557585743,11.8602710859888,9.67075366661316,50.8516611221676,64.4130168044755,11.5
128,"Gambia, The",1748.6602727254,6.488529786942,19.2184435926449,101.303293861619,914.69305073136,320.980781983138,2.70662976348682,9.8503167646875,9.341938831520872,27.7116598021401,59.4475981382447,5.6
129,"Gambia, The",1674.33756348706,7.04127163754432,19.6374298389139,97.6106105340402,942.404382964965,306.036108007045,2.72340586764567,9.51338519366376,9.718273675434252,26.378403093888,62.9884236306034,14.8
130,Guinea-Bissau,2016.62399677138,4.23432228183484,11.0500071038682,133.740003544107,768.991598744557,16.3482135488945,2.63227663126287,9.970487213170832,11.0096418195188,31.7263908818996,58.6602142016203,5.0
131,Guinea-Bissau,1938.09224664866,4.78513303299705,11.3966875353019,129.56096996152,807.395925077591,15.6512563791594,2.64485107111798,9.683608598515812,11.4226729445031,30.3604227689566,62.1112904440082,13.7
132,Equatorial Guinea,2051.36601631978,2.79489859663043,29.1476268477984,152.879499336124,785.429215054088,234.268001160237,2.68614642601293,11.7630539056211,9.96414165812287,60.0405923679762,57.2847264973038,3.8
133,Equatorial Guinea,1916.54643703993,3.34160029793719,28.8822162192288,143.253126719881,790.364917188644,213.399265741929,2.702142011325,11.3639220599964,10.4087276722832,55.2728082509376,61.5955130339144,12.6
134,Greece,1789.73374547092,7.74421335831687,30.5405518499573,181.513382804925,1523.53988794307,487.281264095786,2.73871507992741,12.855212984944,14.1901936988277,96.4325710151377,45.8663366593048,24.2
135,Greece,1552.61900868777,8.07732158076692,31.3031509139659,179.872234900207,1577.71810292789,477.312736027284,2.77059701384726,12.8064953352624,14.8511491494492,90.0377006976574,49.0574485807778,25.4
